4.412274868850414311e-01,-3.308701518940876385e-01,2.430771187007779943e+00,-2.520921296030769199e-01,1.096098415781827790e-01,3.766883012640882100e+01
1.582481117061563358e+00,-9.092324048562419048e-01,-5.916366579302884121e-01,1.876032258370354810e-01,-3.298699577793592352e-01,3.257584058268442817e+01
-1.192764612421806092e+00,-2.048765105875872961e-01,-3.588289470012431259e-01,6.034716026094953945e-01,-1.664788529471694423e+00,2.078945290444226757e+01
-7.001790376899513779e-01,1.151391009487170214e+00,1.857331007231311837e+00,-1.511179557688365760e+00,6.448475108927783639e-01,-3.163896264139419756e+01
-9.806078852186218553e-01,-8.568531547160899153e-01,-8.718791832556535004e-01,-4.225079291623943245e-01,9.964398269133619701e-01,-1.274546469210300970e+01
7.124212708765678137e-01,5.914424321903989645e-02,-3.633108784819173986e-01,3.288842934110075469e-03,-1.059304420574232325e-01,7.748290572701601597e+00
7.930533194619697746e-01,-6.315716297922154832e-01,-6.194908485759347515e-03,-1.010676118092446729e-01,-5.230815085185874097e-02,2.198411236489026521e+01
2.492176585649075737e-01,1.976600910424985147e-01,1.334848574241581876e+00,-8.687560627763551979e-02,1.561532293448890441e+00,-1.332590438734103166e+01
-3.058530211666308229e-01,-4.777314172782125556e-01,1.007381887528521064e-01,3.554384723493521081e-01,2.696124064467009807e-01,9.098412466931410592e+00
1.291963383387963127e+00,1.139342978825284236e+00,4.944403981210882537e-01,-3.363362591365529064e-01,-1.006143463071082766e-01,-1.468056357650325694e+01
1.413398017921783767e+00,2.212541228509997127e-01,-1.310773133379745659e+00,-6.895652320481809872e-01,-5.775132332314081296e-01,-3.697722867841358063e+00
1.152204770375674814e+00,-1.071639848241477955e-01,2.260106773720270468e+00,6.566194702604272182e-01,1.248068253301946873e-01,3.892546820019927623e+01
-4.357039190284899277e-01,9.721793096791724320e-01,-2.407111422640693665e-01,-8.241234534171206771e-01,5.681327177308880261e-01,-4.438716163516885160e+01
1.275831670616415711e-02,1.189060725824544029e+00,-7.359331874884147973e-02,-2.859687966622555866e+00,7.893664041799794973e-01,-6.357316531956421812e+01
-1.877740883947262684e+00,1.538756145409036824e+00,1.821364738584068554e+00,-4.270313859048185390e-01,-1.164701910115395034e+00,-1.272957583397310266e+01
-1.397074024668261361e+00,8.726546212518306866e-01,-2.021181776204691027e-01,-5.983599334221347821e-01,-2.434197012462536724e-01,-3.144994820378026645e+01
2.088514687597715191e+00,3.469193270877467539e-01,7.457269500324552602e-01,7.769075911230111098e-01,1.018421133187947802e+00,2.384874028054933426e+00
1.061351438687379467e+00,-7.104664469959761641e-01,-2.151878024236404952e-01,-7.607603085956881062e-01,-7.111632283050702830e-01,2.563914589364592800e+01
1.141507737434669822e+00,-5.017555471944999956e-01,-7.915136118314283764e-02,-6.928263420058224931e-01,-5.934027710431154512e-01,2.546742268684920063e+01
7.882379435396791312e-01,-4.454299914986052378e-01,-4.821201867072190672e-01,4.935576609514299440e-01,5.004873274970343955e-01,5.645654750339089034e+00
7.924226173066341028e-01,1.707644524655670959e-01,-1.753740860477046359e+00,6.302964765895013866e-01,4.983292147002581496e-01,-2.462848599968807051e+01
1.018137609564609081e+00,-8.464686168782806774e-01,2.520807634154991650e+00,-1.232386114803273536e+00,7.269532606897998184e-01,4.152290439513315334e+01
4.595522410229037347e-02,-4.871326455111947284e-01,8.161323611566394520e-01,-2.814301212116676609e-01,-2.335621820943903693e+00,5.734568649422807596e+01
-1.167278449710172916e+00,4.576580715863195481e-01,2.237965611736269622e+00,-1.481259201476009535e+00,-1.694531772769252917e-02,-4.436937675807287818e+00
1.450733543518575308e+00,6.068703191418529652e-01,-3.756208440785699931e-01,-1.421924549098446233e+00,-1.781151298007020323e+00,1.299781774813909152e+01
-7.479057873130807721e-01,-3.684095309850941580e-01,-2.249118128443478692e+00,-1.693675040842189228e+00,3.036484653082397456e-01,-3.550559390635647361e+01
-4.089923380377764039e-01,-7.548305904112520004e-01,-4.075191652021826760e-01,-8.126247611063044385e-01,9.275162079169716467e-01,-1.034097095948444078e+01
1.639954066218759721e+00,2.073615528656759466e+00,7.097978597938108258e-01,7.471525922096975414e-01,1.463095479673357735e+00,-5.136458182458918742e+01
1.738448814237679718e+00,1.465204884433140675e+00,1.212283405544346104e+00,-6.346524996166138521e-01,-1.599698503888240086e+00,9.646286779292289282e+00
8.771528121867430139e-01,-9.383244866604305290e-02,-5.567103468791387982e-02,-8.894207341116366905e-01,-1.300951451695542715e+00,2.719686480718835497e+01
1.402166620375846495e+00,4.651009937136951766e-01,-1.065032619382006551e+00,3.904206080448869853e-01,3.056001722083279137e-01,-1.451667131437757519e+01
5.218494903163308773e-01,2.233270813744899552e+00,-3.470210123065850527e-02,-1.279623182264591374e+00,3.654264148725312050e-02,-6.007418320791015276e+01
-6.463565855238053715e-01,5.485678368565737317e-01,2.105424560282890267e-01,3.465017504759861922e-01,-5.670511682671930398e-01,-3.948370034018590324e+00
4.136788083431161556e-01,-5.102560560762859909e-01,5.172593547162142036e-01,-3.010051283841472802e-01,-1.118406431281371738e+00,3.623356530719794932e+01
4.985236236185638381e-01,-7.060938699373410232e-01,1.443881103376140951e+00,4.429562608639358579e-01,4.677052146287662970e-01,3.132956767766275874e+01
1.013447901420493624e-01,-5.935198087781361903e-02,-2.386697744379377095e+00,1.222170556878082293e+00,-8.139120077465551439e-01,-5.071219597542178548e+00
9.562618573807690758e-01,-6.385105554205018352e-01,-1.431264176571443725e-01,-2.241898325725227015e-01,-1.038495240109359896e+00,3.487179708402786815e+01
-1.717090484392947702e-01,4.763461763468124222e-01,-4.141782655879029940e-01,-1.264083343143495464e+00,-5.732155560138283423e-01,-1.390771042607630470e+01
2.498173159212201677e-01,1.147202081614916436e+00,8.359439567722043440e-01,2.874036450384291896e-01,-9.955962989131678098e-01,-2.264896642040842067e+00
9.068894675659354698e-01,2.421074438612554752e-02,-2.399817346910407823e-01,9.101105639068093334e-01,6.178447508392777010e-01,-2.524687746206519368e+00
4.996180438653244349e-01,-1.151544245275433642e+00,-6.105164006371435192e-01,-1.703885407520023376e+00,1.944373777996973585e-01,1.221982583890521035e+01
2.824124847861758658e-02,9.325605063169752906e-01,2.120433187696761368e-01,-3.679445685512341968e-01,2.111488404373246031e+00,-5.753546294381689563e+01
-1.029573494235170195e+00,-1.336280309221540730e+00,-6.105673577910354366e-01,5.246942624732844340e-01,-3.493081255486548131e-01,2.408503855258101112e+01
-4.407384626484674994e-01,-1.121287600897848513e+00,1.472844729720248269e+00,-6.233722375263351934e-01,-1.080701952246252873e+00,5.443596484195071383e+01
-1.225300926941240987e-01,-8.077430955509538046e-01,-2.325562238153722761e-01,1.335150336625901657e+00,-4.464567266925109079e-01,3.088008609856908748e+01
-4.978868431154954977e-02,-3.685447790808468738e-01,-1.917395684517186893e-01,8.196799200762224791e-01,5.316337242935000873e-01,2.117580078004325017e+00
-3.416150358987090074e-01,-9.309004805268300542e-01,-1.342169942809706418e-01,8.325936130243294375e-01,-1.735326895207444514e-02,2.068160465031306217e+01
-1.276582219535844220e-01,-1.807916624216004964e+00,9.939689768716928331e-01,-1.491128858818252967e+00,-1.282107480061909444e+00,6.682422840393864760e+01
-3.757074097809490199e-01,3.464387576779198036e-02,4.507815808386408246e-02,-7.637468928463445605e-01,-3.131385071966314437e-01,-4.653653009130325202e+00
-6.069895355762209288e-01,-1.809551228823681912e+00,-2.555177422710469548e-01,-6.937993468168139888e-01,4.191977576401669792e-01,2.605340599635176702e+01
-1.452001865620599075e-01,9.638012998820848498e-01,6.962219882267048909e-01,8.994054623758969136e-01,1.208378073151958887e+00,-2.918950587775946559e+01
6.932537043123401244e-01,-1.663606113649770679e-01,1.353113110506985128e+00,-9.286265130171387217e-01,-3.547248694616136205e-02,2.027955682436818918e+01
8.596459517628045610e-01,-2.874966096072078536e-01,7.149499462374367953e-01,-8.034526008152093057e-01,-5.404819579907136351e-01,2.755995246860042514e+01
5.461774263683895070e-01,7.118892605186535327e-01,1.197154490282053452e+00,-7.006702505266952652e-02,2.982271217262578711e-01,-4.866253406450939956e+00
6.261926072814114619e-01,4.674320582692666481e-01,-1.302621431749787950e+00,-5.700896497000027541e-01,1.442950010096787361e+00,-4.440914805267870946e+01
-1.243995134221909771e+00,6.288803314609249240e-01,-4.255921262674241534e-01,1.003209559818070806e+00,-7.781776086936342818e-01,-1.129221983609675384e+01
4.894463011270777653e-02,-2.026401888498567949e+00,-4.193635012624769703e-02,1.074542779340548426e+00,-1.500859400279106026e+00,7.966765402844167454e+01
1.185744434471747599e+00,-7.150812419779357665e-01,-5.123852507594467420e-02,-2.774583360770886298e+00,1.078628131252907796e+00,-8.052170140289364397e+00
-8.756859169243152996e-01,-5.381093191951732413e-01,-1.278215699010040840e+00,-9.927694461542395654e-01,1.143427887634587137e+00,-3.470243641005683344e+01
-5.090725984592254783e-01,8.950009387900049740e-01,-1.762033661792298811e-01,3.460834685556484769e-01,-5.063101292887337568e-01,-1.902375104922479920e+01
4.271640199638886415e-01,2.588569585640980719e+00,6.528930147774488768e-01,5.058397918952760586e-01,-4.759508306463406946e-01,-4.586973315989158806e+01
1.010908739659706956e+00,1.359200970892497695e+00,-1.702089966610986549e+00,-1.380332229783444831e+00,2.101776683209764851e+00,-9.089303291644554861e+01
4.258991675344542260e-01,1.292002290299064104e-01,5.629625132005758870e-01,1.096764724354364340e+00,8.008188507530136224e-01,3.057530252211004829e+00
-2.230832667846605610e-01,2.063670664108184560e+00,1.262350141449981519e-02,-8.747737971072578889e-01,-5.570793806175268204e-01,-4.834496759866213011e+01
-1.323019504562996662e-01,-3.792249852036208013e-01,-1.877937061962786924e-01,3.154661502200848955e-01,-3.283915447626657880e+00,5.945551784503864212e+01
